ID,Document Language,Name,FileType,URL
3055,French,Admin Service_Asset Management Property Plant Equipment_PPE_PPE_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management Property Plant Equipment_PPE_PPE_French.docx
2183,English,Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance.docx
2899,French,Admin Service_Asset Management_Furniture and Equipment_Acquisition and Maintenance_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Acquisition and Maintenance_FR.docx
3642,French,Admin Service_Asset Management_Furniture and Equipment_Depriciation Reconc. Reports and Centr Functions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Depriciation Reconc. Reports and Centr Functions_FR.docx
2903,French,Admin Service_Asset Management_Furniture and Equipment_Disposal and Write-Off_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Disposal and Write-Off_FR.docx
3056,French,Admin Service_Asset Management_Intangible Assets_Acquisition Development and Maintenance_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Intangible Assets_Acquisition Development and Maintenance_FR.docx
3048,French,Admin Service_Asset Management_Intangible Assets_Amortizations Reconc  Reports and Centr  Functions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Intangible Assets_Amortizations Reconc  Reports and Centr  Functions_FR.docx
3050,French,Admin Service_Asset Management_Intangible Assets_Disposal and Write-Off_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Intangible Assets_Disposal and Write-Off_FR.docx
3051,French,Admin Service_Asset Management_Leasehold Improvement_ Disposal and Write_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvement_ Disposal and Write_FR.docx
3052,French,Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance_FR.docx
3053,French,Admin Service_Asset Management_Leasehold Improvements_Depreciation Reconc. Reports and Centr. Functions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvements_Depreciation Reconc. Reports and Centr. Functions_FR.docx
2900,French,Admin Service_Asset Management_Plant and Property_Acquisition and Maintenance_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Acquisition and Maintenance_FR.docx
3689,French,Admin Service_Asset Management_Plant and Property_Depreciation Reconc. Reports and Centr. Functions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Depreciation Reconc. Reports and Centr. Functions_FR.docx
3039,French,Admin Service_Asset Management_Plant and Property_Disposal and Write-Off_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Disposal and Write-Off_FR.docx
3686,French,Admin Service_Duty Travel_Other Travel Allowances and Expenses_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Other Travel Allowances and Expenses_French.docx
3687,French,Admin Service_Duty Travel_Route Mode of Transportation and Standard of Accommodation_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Route Mode of Transportation and Standard of Accommodation_FR.docx
3651,French,Admin Service_Lease Management_Acquisition Renewal and Termination of Premise Leases_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Acquisition Renewal and Termination of Premise Leases_FR.docx
3650,French,Admin Service_Lease Management_Equipment Leases_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Equipment Leases_FR.docx
2157,French,Admin Service_Lease Management_Type of Leases and Treatment in UNDP Books_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Type of Leases and Treatment in UNDP Books_French.docx
3652,French,Admin Service_Management of Local Presence_Clearing a Local Presence_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Clearing a Local Presence_FR.docx
3661,French,Admin Service_Management of Local Presence_Closing Local Presence outside Country Office_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Closing Local Presence outside Country Office_FR.docx
3653,French,Admin Service_Management of Local Presence_Developing a Business Case_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Developing a Business Case_FR.docx
3660,French,Admin Service_Management of Local Presence_Setting up Local Presence_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Setting up Local Presence_FR.docx
3643,French,Admin Service_Vehicle Management_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Vehicle Management_French.docx
3463,Spanish,Admin Service_Asset Manage_Intangible_Amortizations Recon Rep and Centr Functions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Manage_Intangible_Amortizations Recon Rep and Centr Functions_SP.docx
3468,Spanish,Admin Service_Asset Management Property Plant Equipment PPE_PPE_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management Property Plant Equipment PPE_PPE_SP.docx
3470,Spanish,Admin Service_Asset Management_Furniture and Equipment_Acquisition and Maintenance_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Acquisition and Maintenance_SP.docx
3480,Spanish,Admin Service_Asset Management_Furniture and Equipment_Depreciation Reconc. Reports and Centr Functions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Depreciation Reconc. Reports and Centr Functions_SP.docx
3471,Spanish,Admin Service_Asset Management_Furniture and Equipment_Disposal and Write-Off_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Furniture and Equipment_Disposal and Write-Off_SP.docx
3464,Spanish,Admin Service_Asset Management_Intangible Assets_Disposal and Write-Off_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Intangible Assets_Disposal and Write-Off_SP.docx
3462,Spanish,Admin Service_Asset Management_Intangible_Acquisition Development and Maintenance_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Intangible_Acquisition Development and Maintenance_SP.docx
3479,Spanish,Admin Service_Asset Management_Leasehold Improvement_ Disposal and Write_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvement_ Disposal and Write_SP.docx
3475,Spanish,Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvements_Acquisition and Maintenance_SP.docx
3477,Spanish,Admin Service_Asset Management_Leasehold Improvements_Depreciation Reconc. Reports and Centr. Functions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Leasehold Improvements_Depreciation Reconc. Reports and Centr. Functions_SP.docx
3481,Spanish,Admin Service_Asset Management_Plant and Property_Acquisition and Maintenance_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Acquisition and Maintenance_SP.docx
3457,Spanish,Admin Service_Duty Travel_Requirements_Security Clearance_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Requirements_Security Clearance_Spanish.docx
3472,Spanish,Admin Service_Asset Management_Plant and Property_Depreciation Reconc. Reports and Centr. Functions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Depreciation Reconc. Reports and Centr. Functions_SP.docx
3473,Spanish,Admin Service_Asset Management_Plant and Property_Disposal and Write-Off_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Plant and Property_Disposal and Write-Off_SP.docx
3460,Spanish,Admin Service_Duty Travel_Other Travel Allowances and Expenses_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Other Travel Allowances and Expenses_Spanish.docx
3459,Spanish,Admin Service_Duty Travel_Post Travel_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Post Travel_Spanish.docx
3461,Spanish,Admin Service_Duty Travel_Route Mode of Transportation and Standard of Accommodation_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Route Mode of Transportation and Standard of Accommodation_SP.docx
3454,Spanish,Admin Service_Lease Management_Acquisition Renewal and Termination of Premise Leases_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Acquisition Renewal and Termination of Premise Leases_SP.docx
3455,Spanish,Admin Service_Lease Management_Equipment Leases_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Equipment Leases_Spanish.docx
3452,Spanish,Admin Service_Lease Management_Type of Leases and Treatment in UNDP Books_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Type of Leases and Treatment in UNDP Books_Spanish.docx
3469,Spanish,Admin Service_Manage of Local Pres_Closing Local Pres outside Country Office_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Manage of Local Pres_Closing Local Pres outside Country Office_SP.docx
3466,Spanish,Admin Service_Management of Local Presence_Clearing a Local Presence_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Clearing a Local Presence_SP.docx
3465,Spanish,Admin Service_Management of Local Presence_Developing a Business Case_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Developing a Business Case_SP.docx
3467,Spanish,Admin Service_Management of Local Presence_Setting up Local Presence_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Setting up Local Presence_SP.docx
3450,Spanish,Admin Service_Vehicle Management_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Vehicle Management_Spanish.docx
2822,French,PSU_Award and Management of Contract_Contract Management_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Contract Management_French.docx
3425,French,PSU_Award and Management of Contract_General Considerations of Contracting_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_General Considerations of Contracting_French.docx
3075,English,PSU_Solicitation Process_eTendering Policy .docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation Process_eTendering Policy .docx
534,English,PSU_Requisition_Procurement of Goods_Civil Works and Services.docx.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Requisition_Procurement of Goods_Civil Works and Services.docx.docx
2138,English,PSU_Procurement Overview_Sustainable Procurement.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Overview_Sustainable Procurement.docx
2526,English,PSU_Procurement Strategy and Planning_Procurement Forecasting and Delivery.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Strategy and Planning_Procurement Forecasting and Delivery.docx
532,English,PSU_Procurement Overview_Procurement Overview and Principles.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Overview_Procurement Overview and Principles.docx
531,English,PSU_Procurement Overview_Procurement Authority and Increased Delegated Procurement Authority.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Overview_Procurement Authority and Increased Delegated Procurement Authority.docx
891,English,PSU_Procurement Overview_Ethics and Fraud.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Overview_Ethics and Fraud.docx
2401,English,PSU_Pre Award Negotiations.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Pre Award Negotiations.docx
576,English,PSU_Procurement Methods_Procurement Methods.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Methods_Procurement Methods.docx
3076,English,PSU_Procurement Oversight and Procurement Review Committees.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Oversight and Procurement Review Committees.docx
2977,English,PSU_Innovation E-tendering and CSO engagement_Health.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Innovation E-tendering and CSO engagement_Health.docx
1018,English,PSU_Innovation_ E-tendering and CSO engagement_Innovation Challenge.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Innovation_ E-tendering and CSO engagement_Innovation Challenge.docx
1820,English,PSU_Long Term Agreement_Long Term Agreements (LTAs) and Cooperation with UN Entities.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Long Term Agreement_Long Term Agreements (LTAs) and Cooperation with UN Entities.docx
3295,English,PSU_Innovation E-tendering and CSO engagement_Engaging CSO NGO as a Responsible Party.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Innovation E-tendering and CSO engagement_Engaging CSO NGO as a Responsible Party.docx
2390,English,PSU_Individual Contract_Security Charges to Individual Contracts.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_Security Charges to Individual Contracts.docx
2345,English,PSU_Evaluation of Offers_Evaluation of Offers.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Evaluation of Offers.docx
529,English,PSU_Award and Management of Contract_Shipping and Insurance.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Shipping and Insurance.docx
3239,English,PSU_Construction Works_Construction Works Policy.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Construction Works_Construction Works Policy.docx
527,English,PSU_Award and Management of Contract_Handling of Procurement Complaints.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Handling of Procurement Complaints.docx
528,English,PSU_Award and Management of Contract_Payment and Taxes.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Payment and Taxes.docx
2476,English,PSU_Award and Management of Contract_Contract Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Contract Management.docx
580,English,PSU_Award and Management of Contract_General Considerations of Contracting.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_General Considerations of Contracting.docx
3024,Spanish,HR_Types of Separation_Expiration of Fixed-Term Appointment_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Expiration of Fixed-Term Appointment_Spanish.docx
2649,Spanish,HR_Workplace Harassment and Abuse of Authority Guidelines (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Workplace Harassment and Abuse of Authority Guidelines (Spanish).docx
3787,English,AC_Ethics_Financial Disclosure Policy (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Ethics_Financial Disclosure Policy (Spanish).docx
3196,Spanish,HRM_ Allowances and Benefits_Dependency Allowances_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HRM_ Allowances and Benefits_Dependency Allowances_Spanish.docx
3000,Spanish,HR_Types of Separation_Abandonment of Post_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Abandonment of Post_Spanish.docx
3023,Spanish,HR_Types of Separation_Death_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Death_Spanish.docx
3398,Spanish,HR_Types of Leave_Absence Management Guidelines_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Absence Management Guidelines_Spanish.docx
3395,Spanish,HR_Types of Appointment_Temporary Appointment_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Appointment_Temporary Appointment_Spanish.docx
3201,Spanish,HR_Salaries_Overtime Compensation_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries_Overtime Compensation_Spanish.docx
